post_id,city,price,beds,baths,sqft
pre2013_63317,campbell,1500,3,1,905
pre2013_12762,campbell,1425,2,1,800
4252929789,campbell,1505,3,2,1694
4634212078,campbell,2795,2,1,1200
5729800103,campbell,2630,2,2,971
pre2013_5968,campbell,1795,2,2,1005
pre2013_52241,campbell,1575,2,1,850
4956736766,campbell,2995,3,2,1387
6379116540,campbell,2250,1,1,720
pre2013_143121,campbell,1295,2,2,1005
pre2013_57065,campbell,1959,2,2,860
pre2013_35978,campbell,1350,2,1,850
4966846493,campbell,2995,3,2,1387
6424482532,campbell,3200,2,1,750
5340985170,campbell,2795,3,2,1200
6373712975,campbell,2197,1,1,647
pre2013_5880,campbell,2345,2,2,1005
6410125253,campbell,2522,2,1.5,982
4807540337,campbell,1100,1,1.5,1000
5672610642,campbell,3300,2,1,1100
4807557178,campbell,1550,3,2,1200
5525643556,campbell,1650,1,1,650
3547220539,campbell,1750,1,1,650
6268284966,campbell,2579,2,1,800
4600427653,campbell,2950,3,2.5,1415
4855493399,campbell,1895,1,1,550
pre2013_47051,campbell,2750,4,2,1510
pre2013_47044,campbell,1400,1,1,700
3536079355,campbell,1695,2,1,1000
pre2013_6414,campbell,1695,2,2,1005
5763468881,campbell,2480,2,2,971
5439484746,campbell,2850,2,1,700
4988483602,campbell,2995,3,2,1387
pre2013_36756,campbell,400,2,1,900
4977675726,campbell,2437,2,2,850
4897838836,campbell,2095,2,2,841
pre2013_80907,campbell,1745,2,2,1005
pre2013_45507,campbell,1535,2,1.5,850
pre2013_49948,campbell,1535,2,1.5,850
5637893581,campbell,1995,1,1,645
4977699530,campbell,2146,1,1,790
6480252641,campbell,2276,1,1,790
pre2013_14635,campbell,1470,1,1,700
5620234962,campbell,3950,4,2,1900
pre2013_32200,campbell,1250,2,1,800
4807634079,campbell,2300,3,2,1200
pre2013_3963,campbell,1870,2,2,1005
pre2013_50533,campbell,720,1,1,800
pre2013_160795,campbell,1275,2,1,800
4988504846,campbell,2530,2,2,980
5637801987,campbell,2556,2,2,980
pre2013_38707,campbell,1325,1,1,700
pre2013_50264,campbell,1575,2,1,850
6451142216,campbell,2775,1,1,632
pre2013_81929,campbell,1895,2,2,1005
pre2013_132730,campbell,1195,2,2,1005
5439483917,campbell,2375,1,1,650
6359739417,campbell,2649,2,1.5,982
pre2013_52479,campbell,2300,3,2.5,1250
4642245448,san francisco,2850,2,2,1063
pre2013_44336,san francisco,2595,2,2,1061
pre2013_71337,san francisco,2800,3,2,1400
pre2013_65640,san francisco,3694,2,2,1612
3547551328,san francisco,3050,2,2.5,1396
4860740497,soquel,4500,3,3,2733
5404519803,soquel,2500,2,2,980
5086482572,soquel,1950,1,1,760
5645170594,soquel,2200,2,1,1000
4587068762,soquel,3250,4,2,1900
6546040834,soquel,2555,2,1.5,1724
4844037740,soquel,4500,3,3,2733
4162223149,soquel,3100,3,2.5,2000
5763195826,soquel,2250,2,1,850
5569559914,soquel,3450,3,2.5,2000
5271065318,soquel,2000,2,1,890
5758517927,soquel,3700,2,2,1200
5458323713,soquel,1950,1,1,667
5773778183,soquel,2250,2,1,850
5773126885,soquel,2990,2,2,1229
5558202584,soquel,2400,2,2,897
5781732572,soquel,3500,3,2,1300
6610261270,soquel,1199,3,3.5,1582
5030842843,soquel,2995,2,1,934
3868765477,soquel,1800,1,1,500
5473366600,soquel,1725,1,1,689
5300602668,soquel,2100,1,1,700
5826473074,soquel,2195,2,2,1050
5201707765,soquel,2000,2,1,1000
5773830989,soquel,2250,2,1,850
5455451680,soquel,1875,1,1,689
5818291096,soquel,3500,3,2,1840
5402626931,soquel,2950,2,1,1200
5274006455,soquel,2000,2,1,890
5173086275,soquel,1950,2,1,1000
5625949205,soquel,3200,3,2,2065
4865733976,soquel,1925,2,1,883
4966076561,soquel,3500,3,2,1400
5201986509,soquel,2900,3,2.5,1225
4020548377,soquel,2250,2,2,1300
3768400184,soquel,1800,2,1,920
5794938567,soquel,3500,3,2,1300
5398899878,soquel,1925,2,1,925
6539199945,soquel,2771,2,1.5,1724
5525007001,soquel,3900,2,2,1200
5312764579,soquel,1445,0,1,400
5728808386,soquel,2750,2,1.5,950
5279391484,soquel,3000,3,2.5,1517
4943002978,soquel,1700,1,1,589
4681181527,soquel,2800,3,2,1800
4966788747,soquel,2175,2,1,790
5404522561,soquel,1800,1,1,589
4953886165,soquel,1900,1,1,589
5387327102,soquel,2200,2,1,800
3868748738,soquel,1675,1,1,450
5462987145,soquel,2575,2,2.5,1250
5506352760,soquel,2500,2,1.5,900
5394015607,soquel,1800,1,1,589
5520896157,soquel,3695,3,2,1500
4633734118,soquel,1900,2,1,856
5289992279,soquel,1850,1,1,589
4665625101,soquel,2095,2,1,1000
6410274016,soquel,1995,1,1,800
5301747669,soquel,1875,2,1,650
4932349007,soquel,1700,1,1,589
5280070021,soquel,2800,2,1,972
6397339598,soquel,2065,1,1,589
5737210934,soquel,2295,2,1,800
5202294645,soquel,2650,3,2.5,1450
5392286004,soquel,1850,1,1,589
4906268057,soquel,1950,2,1,950
5637445145,soquel,2550,3,1,1200
5403097854,soquel,1800,1,1,589
4088251006,soquel,2400,2,2,1250
5785295863,soquel,2800,2,1.5,1000
5311952270,soquel,2950,3,2,1500
5313100501,soquel,1850,1,1,589
5004244197,soquel,1700,1,1,589
5614979838,soquel,1900,1,1,589
5413410807,soquel,1800,1,1,589
5403179496,soquel,1800,1,1,589
5492806556,soquel,2050,1,1,589
5671253571,soquel,2900,2,1.5,900
5526430563,soquel,1950,2,1,1000
5818001547,soquel,1950,1,1,589
5813577358,soquel,2000,2,1,860
5291083517,soquel,1850,1,1,589
5312477203,soquel,2800,2,1,972
5392578207,soquel,1800,1,1,589
4802064471,soquel,3600,4,3.5,3000
5512600459,soquel,2400,2,1,934
5474042765,soquel,1950,2,1,700
4656179489,soquel,3500,4,2.5,1868
5171345119,soquel,2700,3,2,1450
5748246184,soquel,2500,1,1,850
5514296275,soquel,1950,2,1,1000
5382522651,soquel,1850,1,1,589
5730316120,soquel,3500,2,1.5,1000
5075096707,soquel,1800,1,1,800
5512578536,soquel,2500,2,1,800
4924571597,soquel,2000,2,1,874
4921990425,soquel,1625,1,1,589
3562733785,soquel,1100,1,1,400
pre2013_50222,san francisco,3575,2,2,1700
pre2013_16235,san francisco,3900,2,2,1400
pre2013_102734,san francisco,3800,3,2.5,1800
5419544670,san francisco,6500,2,2,1200
5429832620,san francisco,1400,4,3,2377
4851756782,san francisco,2995,1,1,600
4604403151,san francisco,3495,1,1,600
4634240845,san francisco,4450,2,1.5,900
5669032876,san francisco,5000,2,1.5,1100
pre2013_54750,san francisco,4100,3,3,1900
4712988993,san francisco,5000,3,1,1200
4721596725,san francisco,5000,3,1,1200
pre2013_44312,san francisco,3700,2,1,1050
4956711725,san francisco,3675,2,1,900
5054773892,san francisco,5490,2,2,1300
5054768094,san francisco,5990,2,2,1500
4775180557,san francisco,5500,2,1,1420
pre2013_67959,san francisco,3950,2,2,1190
5302199572,san francisco,5700,2,1.5,1400
pre2013_49236,san francisco,3700,2,1,1050
5066124156,san francisco,3995,2,1,925
6558772331,san francisco,3200,1,1,900
4797429036,san francisco,4975,2,1,1250
pre2013_17729,san francisco,3999,2,1,1200
6388376253,san francisco,7300,3,2,1501
5481551497,san francisco,3500,2,1,1100
5547611355,san francisco,6000,3,2,1500
5726849551,san francisco,4350,2,1,960
6567578394,san francisco,3149,1,1,599
pre2013_32629,san francisco,3000,2,2,900
5266924805,san francisco,3450,1,1,650
6507726536,san francisco,3400,1,1,1050
4845140776,san francisco,9800,3,1,2300
6539199217,san francisco,6750,3,3,1240
pre2013_55088,san francisco,1850,2,2,1064
3554397329,san francisco,3400,2,1,1100
pre2013_36712,san francisco,4500,2,2,1700
4623161940,san francisco,5500,2,2,1200
5302391529,san francisco,5000,2,1.5,1000
pre2013_35453,san francisco,2850,2,1,1100
5344265587,san francisco,6200,2,2,1500
5379534723,san francisco,3900,2,1,900
5522438266,san francisco,8400,5,3,1855
5759830679,san francisco,11150,8,4,1800
3789279518,san francisco,3700,2,2,1175
5774672909,san francisco,5006,2,2,829
5956948809,san francisco,2700,1,1,650
5786697622,san francisco,2595,1,1,500
6480273653,san francisco,2675,1,1,650
5291326693,san francisco,8600,3,1,1651
5435175376,san francisco,4500,1,1,779
4930273119,san francisco,6500,3,2,1200
3502811063,san francisco,8200,5,3.5,3700
pre2013_17015,san francisco,3999,2,1,1200
6558772405,san francisco,3495,1,1,900
6570663900,san francisco,3510,2,1,1255
5444461718,san francisco,4550,2,2,1051
4255350211,san francisco,3199,1,1,700
6570651961,san francisco,3510,2,1,1255
5403586831,san francisco,6495,3,5,1300
4664958287,san francisco,3800,2,1,1200
5460148842,san francisco,4250,2,1,1000
4252971716,san francisco,2724,2,2,1100
5635706614,san francisco,2580,1,1,697
pre2013_59602,san francisco,2200,2,1,1000
pre2013_13914,san francisco,8500,5,5,4000
5429286203,san francisco,2800,1,1,743
3844874089,san francisco,2995,3,2,1750
pre2013_51817,san francisco,4900,3,3,2200
5635489882,san francisco,2580,1,1,697
6610264745,san francisco,3650,2,1,1200
5741175364,san francisco,3700,2,2,1100
pre2013_21908,san francisco,2195,2,2,1100
4250577291,san francisco,2750,2,2,1020
pre2013_155422,san francisco,5800,3,3,2200
5547637486,san francisco,4000,2,1,1370
5635688599,san francisco,4500,3,2,1241
5635687473,san francisco,4820,3,2,1241
pre2013_61160,san francisco,7200,5,5,4000
pre2013_61606,san francisco,2200,2,1,1000
5481623195,san francisco,4395,3,1,1650
5525655262,san francisco,3800,2,1,1050
5536689171,san francisco,2690,1,1,697
pre2013_17429,san francisco,7800,5,5,4000
5382584506,san francisco,1500,1,1,160
5635491123,san francisco,3400,2,1,973
5457518453,san francisco,1550,1,1,160
pre2013_49910,san francisco,2200,2,1,1000
5570937375,san francisco,3550,2,2,1037
pre2013_21159,san francisco,1900,2,1,1255
5673992928,san francisco,2000,2,2,1000
5504012696,san francisco,2650,1,1,698
5741247031,san francisco,3780,2,1,942
4014661409,san francisco,3500,3,2,1350
5514670724,san francisco,3800,3,2,1600
4234092735,san francisco,2600,3,2,1400
5525660842,san francisco,2895,2,2,1100
5741121599,san francisco,3800,2,2,1100
5536684072,san francisco,4620,3,2,1241
5606811856,san francisco,3800,2,1,1000
5419027282,san francisco,2750,1,1,700
5382606108,san francisco,3200,1,1,850
5635707546,san francisco,3120,1,1,804
5635690848,san francisco,3300,2,1,942
5655555757,san francisco,3650,2,2,1269
5432804170,san francisco,1600,1,1,160
5504003445,san francisco,2840,1,1,804
5796508988,san francisco,3285,2,2,1087
5723318638,san francisco,3800,2,2,1100
5741175402,san francisco,3150,2,2,950
5536683294,san francisco,3505,2,1,973
6584911622,san francisco,900,0,1,150
4262916006,san francisco,3073,2,2,1083
5774808022,san francisco,2500,2,1,900
pre2013_48057,san francisco,2450,4,2,1452
5382675017,san francisco,1650,1,1,300
5741147956,san francisco,2775,1,1,697
5536682262,san francisco,2690,1,1,697
5536684596,san francisco,3505,2,1,942
4062525227,san francisco,2775,2,2,1012
3836700765,san francisco,2800,3,2,1300
5608927228,san francisco,4200,3,2.5,1600
pre2013_65656,san francisco,2100,2,1,1000
pre2013_31838,san francisco,2950,3,2,1165
4017889382,san francisco,2000,2,1,600
5819529921,san francisco,3335,1,1,805
5829420636,san francisco,3950,3,1,1110
pre2013_44319,san francisco,950,3,2,1600
5450028115,san francisco,2400,2,1,700
4062114910,san francisco,7500,4,3,2600
4322292298,san francisco,3300,2,1,1025
5379252044,san jose,1625,1,1,454
pre2013_49919,san jose,1795,2,1,875
pre2013_40779,san jose,3000,6,3.5,2850
pre2013_62944,san jose,1980,4,2.5,1950
pre2013_49351,san jose,2150,3,2.5,2200
4634389272,san jose,1195,0,1,430
5429333859,san jose,1625,1,1,454
4623149818,san jose,2450,2,1,800
pre2013_43665,san jose,2400,2,1,1130
5638006596,san jose,2195,1,1,415
4656186117,san jose,5000,3,2,2000
4258595744,san jose,1750,2,1,1000
5660213396,san jose,2700,5,3.5,3125
pre2013_56456,san jose,3000,6,3,2850
pre2013_100363,san francisco,3200,2,2,1255
4248663867,san francisco,4995,2,2,1100
5393112049,san francisco,3000,1,1,660
5393140349,san francisco,7295,4,2.5,1400
5440006459,san francisco,2600,0,1,550
4630049908,san francisco,7000,2,2,1890
4855517410,san francisco,2790,0,1,400
5303642068,san francisco,3290,1,1,682
pre2013_10503,san francisco,3625,2,2,950
5408651776,san francisco,3800,1,1,840
6513990030,san francisco,4095,2,2,909
4256908686,san francisco,3690,1,1,824
5371264051,san francisco,4815,2,2,901
5354915234,san francisco,3971,1,1,789
5570986054,san francisco,2900,1,1,477
pre2013_38413,san francisco,2545,2,2,859
pre2013_59130,san francisco,2195,1,1,900
pre2013_71290,san francisco,3123,2,1,814
5660173854,san francisco,4250,2,2,1170
4634365773,san francisco,3200,0,1,570
4264234672,san francisco,3569,1,1,835
5832038349,san francisco,4100,2,2,1000
pre2013_22818,san francisco,2195,1,1,900
4935077027,san francisco,4800,2,2,1296
5832217059,san francisco,1600,1,1,700
5829336620,san francisco,4200,1,1,818
6397242022,san francisco,4695,2,2,1316
5371301042,san francisco,1700,0,1,575
5313255229,san francisco,4192,1,1,822
5470661397,san francisco,4975,2,1,950
5313235588,san francisco,4275,1,1,703
5043395413,san francisco,3344,1,1,822
pre2013_42722,cloverdale,1500,3,2.5,1450
pre2013_64703,cloverdale,1250,3,2,1600
pre2013_58663,cloverdale,1650,4,2,1800
pre2013_18937,pescadero,2950,2,1,1950
pre2013_67311,pescadero,2695,2,2,1109
pre2013_55288,pescadero,2545,2,2,1112
pre2013_83826,pescadero,2400,4,3,2400
pre2013_54276,pescadero,2545,2,2,1112
pre2013_92339,san francisco,3000,3,2,1200
pre2013_122018,san francisco,3000,3,2,1200
5439879047,san francisco,4500,2,2,1800
4794340014,san francisco,6200,3,2,1600
4018046672,san francisco,3800,3,1.5,1321
pre2013_52432,san francisco,6000,4,2.5,2000
4265743226,san francisco,5900,2,1,1300
5547515215,san francisco,3750,2,1,1000
pre2013_37589,san francisco,4250,2,2,1400
pre2013_155384,san francisco,3750,2,1,1100
pre2013_17048,san francisco,3750,2,1,1100
5070857226,san francisco,5100,3,2,1500
4845120597,san francisco,1000,1,1,900
4248777343,san francisco,4250,2,1,1280
4710724973,san francisco,3750,1,1,1100
pre2013_66587,san francisco,2150,1,1,500
5538003323,san francisco,3200,1,1,765
pre2013_70333,san francisco,2700,1,1,650
5313271994,san francisco,3200,1,1,756
5471949502,san francisco,4100,2,1,1000
pre2013_71789,san francisco,5200,3,2,1472
5344301715,san francisco,7900,3,3,1800
4954431744,corralitos,2000,1,1,870
5268969602,corralitos,1800,2,1,900
3856501618,corralitos,3300,3,3,2200
5607466852,corralitos,3200,3,2,1390
5524046239,corralitos,3500,5,3,3500
3868514355,corralitos,3200,3,2.5,2800
4933784863,corralitos,2650,3,2,1400
5637172733,corralitos,2800,3,2.5,1300
4904039932,corralitos,7100,5,3,3500
5486515236,corralitos,4200,3,2,2637
4670837431,corralitos,2200,3,3,1536
5280181474,corralitos,2800,3,2,1250
5494243406,corralitos,2900,3,2.5,1500
4018058649,corralitos,2300,2,1,1200
5427781459,corralitos,3200,3,2,1266
5449601024,corralitos,2650,2,1,1179
5536477348,corralitos,1850,2,1,1000
4634389387,corralitos,1025,1,1.5,900
5830433010,corralitos,1850,1,1,950
4828881900,corralitos,1995,2,1.5,1100
4857505555,corralitos,2500,2,2,1300
5635996164,corralitos,2800,3,2.5,1300
6268236551,corralitos,905,3,3,1982
4621357631,corralitos,2300,2,2.5,1100
4598882115,corralitos,2999,2,1,1150
5515355988,corralitos,1945,2,1,800
3562059940,corralitos,4300,3,2,1800
pre2013_18193,corralitos,2000,2,1,1500
5377809070,corralitos,2800,2,2,1556
pre2013_26038,corralitos,1450,2,1,1000
3810960674,corralitos,2250,2,1.5,1300
5447048348,corralitos,2800,2,1.5,1456
5947724504,corralitos,1500,0,1,500
4632165183,corralitos,2500,3,2.5,1430
5778402705,corralitos,3000,3,2.5,1800
5626568401,corralitos,2500,2,2,1199
4608360684,corralitos,2800,2,2,1000
4975194062,corralitos,3500,3,2.5,2100
5520462210,corralitos,2650,3,2,2000
5524668620,corralitos,1900,2,1,800
5723009776,corralitos,2750,2,2,1400
5946061892,corralitos,2350,2,1,910
5200390498,corralitos,3000,3,1,1300
5464648793,corralitos,3400,4,2.5,2400
5614822975,corralitos,2400,2,1.5,800
4646294165,corralitos,2650,2,1,980
5158982590,corralitos,2850,3,2,1100
pre2013_14426,corralitos,2100,1,1,1100
5534835738,corralitos,1900,2,1,800
5624817357,corralitos,2800,3,2.5,1300
5438392064,corralitos,2750,2,1,1179
5668517067,corralitos,2500,2,2.5,1160
5531144724,corralitos,1900,2,1,800
4649068190,corralitos,3475,0,2,1900
5200289392,corralitos,3000,3,1,1300
5480838357,corralitos,1500,1,1,600
3505608654,corralitos,1600,2,1,900
5054696909,corralitos,3075,3,2.5,2100
4835630044,corralitos,2950,3,2.5,1944
4656034265,corralitos,2650,2,1,1000
5591824896,corralitos,2950,3,2,1144
4609721133,corralitos,2000,2,2,1436
pre2013_86473,corralitos,1650,2,2,1400
5514581254,corralitos,3200,2,2,1200
4672476260,corralitos,2200,3,3,1536
5065306971,corralitos,2500,2,2,1990
5577038473,corralitos,2950,3,2,1785
4630614328,corralitos,2950,2,1,890
5741231555,corralitos,1995,1,1,1100
5048546079,corralitos,3950,4,2.5,2280
4961651578,corralitos,2700,3,2,1100
4664680132,corralitos,2999,2,1,1150
4247451512,corralitos,1650,4,2,1400
3812093296,corralitos,3500,4,3,2200
5063464198,corralitos,3250,3,2,1800
4664740851,corralitos,2350,3,3,1536
4987131554,corralitos,3200,3,2,1800
4611942263,corralitos,1250,2,1.5,1125
5542957472,corralitos,1795,2,1,800
4654130026,corralitos,3200,3,2,2123
3798916930,corralitos,2850,3,2,1950
4920839250,corralitos,2400,3,2,1400
3859529128,corralitos,3500,3,2,1700
5468684260,corralitos,3200,3,2,1200
5364460187,corralitos,2850,2,2,1000
4649479531,corralitos,3800,3,2,1500
4233764563,corralitos,2250,3,2,1408
5002895500,corralitos,1300,1,1,500
5190976181,corralitos,2900,2,2,1814
4638206152,corralitos,2700,2,2,1814
4645043313,corralitos,1700,2,1,700
4644854804,corralitos,1600,1,1,1100
5797801263,corralitos,2995,3,2,1400
3811480485,corralitos,2100,3,1.5,1280
4645311368,corralitos,1225,2,2.5,1025
4988429330,corralitos,3400,3,2.5,2100
5514465484,corralitos,3400,3,2.5,1500
4645335425,corralitos,1050,1,1,900
5825878139,corte madera,2500,1,1,650
pre2013_39771,corte madera,3000,3,2,1550
4689212514,corte madera,1300,3,2,1275
5429366560,corte madera,2500,2,1,880
4966901946,corte madera,1754,1,1,730
4146622729,corte madera,7850,4,3,2500
4667292876,corte madera,1075,2,2.5,1200
5403291289,corte madera,6131,3,2,1549
5302223625,corte madera,7500,5,4,2641
5403293437,corte madera,4525,2,2,1367
5281558483,corte madera,2995,3,1.5,1112
5382531015,corte madera,4525,2,2,1367
4667276142,corte madera,1075,2,2,1050
5382529747,corte madera,4986,3,2,1533
4977431167,corte madera,2119,2,1,880
5056797538,corte madera,3000,2,2,1250
pre2013_49449,corte madera,1775,2,1,880
3535097781,corte madera,3500,3,2,1310
5413800809,corte madera,4723,2,2,1367
pre2013_39778,corte madera,2965,3,2,1282
pre2013_19065,corte madera,2800,2,2,1200
4815557003,corte madera,875,1,1,950
4705968693,corte madera,3600,2,2.5,1489
5413799255,corte madera,4598,3,2,1549
5077437109,corte madera,2054,2,1,880
pre2013_35345,corte madera,1861,2,1,880
4645365412,corte madera,1325,3,3,1375
4674522311,corte madera,2950,2,2,1350
4645344613,corte madera,1075,2,2,1050
pre2013_39734,corte madera,1595,1,1,900
5829250404,corte madera,4200,4,5,1400
5793214480,corte madera,2359,1,1,472
3768401307,corte madera,1850,2,1,1000
4678210348,corte madera,1100,2,2,1150
pre2013_16473,corte madera,2700,2,2,1256
pre2013_48911,corte madera,1525,2,2,700
4678190276,corte madera,1300,3,1.5,1325
5791021754,corte madera,2359,1,1,472
5088801125,corte madera,2054,2,1,880
4247470844,corte madera,900,1,1,850
5525443485,corte madera,3575,2,2.5,1375
pre2013_13105,san ramon,1700,2,2,914
pre2013_14532,san ramon,2500,3,2.5,1488
4800728579,san ramon,2200,2,2,1035
5754127618,san ramon,2550,2,1,1000
pre2013_44882,san ramon,1750,3,2,1308
4812159116,san ramon,2200,2,2,1035
4845205834,san ramon,2000,2,2,994
6397167054,san ramon,2300,2,2,988
5419550011,san ramon,2750,2,2,944
pre2013_17078,san ramon,1100,1,1,625
pre2013_54193,san ramon,4500,4,3.5,3457
5419498161,san ramon,5500,4,3,3409
pre2013_62552,san ramon,3750,5,3,2900
4845202922,san ramon,2194,2,2,1029
5765212670,san ramon,2900,3,2,1400
pre2013_34230,san ramon,2800,3,2,1700
4817187291,san ramon,4700,5,4,3473
4028359248,san ramon,2050,2,2,935
4689196075,san ramon,4995,5,3,3349
pre2013_62980,san ramon,3950,4,3,3600
pre2013_66281,san ramon,1395,1,1,710
4946050092,san ramon,1920,1,1,734
5445001493,san ramon,4190,4,3,3350
4966895536,san ramon,3495,3,1,1208
pre2013_28648,san ramon,3600,4,2.5,3246
pre2013_62992,san ramon,2495,2,2,1211
5096198122,san ramon,3800,3,2.5,2486
4829484167,san ramon,3125,3,3,2000
4926347421,san ramon,3200,2,1,1200
5464861373,san ramon,4680,5,4,2860
pre2013_38103,san ramon,1545,1,1,734
5771945140,san ramon,2700,3,2,1357
5549043392,san ramon,5399,5,4.5,4200
pre2013_55203,san ramon,1695,2,2,995
pre2013_54222,san ramon,1350,1,1,650
pre2013_14784,san ramon,1200,1,1,700
pre2013_15936,san ramon,1500,2,1,749
5247438906,san ramon,2431,2,1.5,976
5525602208,san ramon,2595,2,2,949
5538061294,san ramon,2258,1,1,625
5393063659,san ramon,3300,3,2.5,1720
pre2013_39203,san ramon,1800,2,2.5,1232
pre2013_125423,san ramon,3600,5,3,3194
pre2013_37675,san ramon,1450,2,2,1096
6514147979,san ramon,4300,4,2,2000
4984195778,san ramon,2500,4,1.5,1150
5393079893,san ramon,2950,3,2,1288
4862586041,san ramon,3100,3,2.5,1373
5785497641,san ramon,3180,3,2.5,1772
4678174288,san ramon,1695,1,1,625
5606234167,san ramon,3500,3,2.5,1659
4255656840,san ramon,2900,4,2.5,1550
4634118935,san ramon,1974,1,1,712
pre2013_71561,san ramon,2117,2,2,950
pre2013_19071,san ramon,1430,1,1,775
5807527734,san ramon,4500,3,3,2350
pre2013_62976,san ramon,3000,4,3,2361
